InvoiceNo,StockCode,Quantity,UnitPrice
560434,22983,7,0.83
560434,22984,2,0.83
560434,22995,3,0.83
560434,22997,1,0.83
560434,23005,2,0.83
560434,23006,1,0.83
560434,23012,1,8.29
560434,23013,1,8.29
560434,23014,1,8.29
560434,23032,1,3.29
560434,23050,1,16.63
560434,23110,1,12.46
560434,23112,1,14.96
560434,23119,1,1.25
560434,23121,1,1.25
560434,23122,1,1.67
560434,23123,1,1.67
560434,23133,2,16.63
560434,23140,1,4.13
560434,23144,2,1.63
560434,23173,1,19.96
560434,23182,2,2.46
560434,23198,1,3.29
560434,23199,3,4.13
560434,23200,1,4.13
560434,23203,2,4.13
560434,23204,2,1.63
560434,23245,4,10.79
560434,23253,1,14.13
560434,23275,1,2.46
560434,23285,1,1.63
560434,23286,1,1.63
560434,23287,1,1.63
560434,23288,1,1.63
560434,23293,1,2.46
560434,23294,1,2.46
560434,23295,1,2.46
560434,23296,1,3.29
560434,23298,2,10.79
560434,23300,1,3.29
560434,23307,2,1.25
560434,23308,2,1.25
560434,23321,4,3.29
560434,23322,1,5.79
560434,23348,3,4.13
560434,35004B,1,5.79
560434,35648,1,1.63
560434,35810A,1,2.46
560434,35916A,2,0.63
560434,35916B,3,0.63
560434,35916C,1,0.63
560434,35923,1,0.83
560434,35924,3,1.63
560434,35970,3,4.13
560434,37340,6,0.69
560434,37342,1,2.46
560434,37446,1,3.29
560434,44234,2,0.63
560434,46776E,2,4.13
560434,47369A,2,1.63
560434,47369B,1,1.63
560434,47566,1,10.79
560434,47585A,1,4.13
560434,47593B,1,0.83
560434,48111,1,15.79
560434,51014A,5,0.83
560434,71403,1,5.79
560434,71477,1,6.63
560434,72741,3,2.76
560434,79066K,1,1.63
560434,79321,1,12.46
560434,82482,1,5.79
560434,82483,1,14.13
560434,82551,1,2.46
560434,82567,1,1.63
560434,82580,1,1.25
560434,82581,1,1.25
560434,84031A,5,4.13
560434,84031B,2,4.13
560434,84032B,5,3.29
560434,84251G,4,0.42
560434,84356,4,5.79
560434,84375,1,4.13
560434,84380,1,2.46
560434,84509C,1,3.29
560434,84536A,5,0.42
560434,84536B,5,0.42
560434,84558A,2,2.29
560434,84568,26,0.42
560434,84569A,2,0.83
560434,84569D,4,0.83
560434,84596B,10,0.83
560434,84596F,9,0.83
560434,84596G,3,0.83
560434,84596L,4,0.83
560434,84659A,3,2.46
560434,84661B,1,4.96
560434,84673A,2,0.79
560434,84673B,4,0.79
560434,84692,6,0.83
560434,84748,1,2.46
560434,84792,1,9.13
560434,84796A,2,8.29
560434,84796B,1,8.29
560434,84828,3,1.25
560434,84877B,1,2.46
560434,84912A,2,3.29
560434,84913A,1,3.29
560434,84920,4,3.29
560434,84923,1,4.13
560434,84969,3,3.29
560434,84970S,1,2.08
560434,84991,1,1.25
560434,85019B,1,2.46
560434,85039A,1,1.63
560434,85039B,1,1.63
560434,85040A,1,3.29
560434,85053,1,4.13
560434,85086A,10,0.83
560434,85087,3,3.29
560434,85099B,4,4.13
560434,85099F,1,4.13
560434,85123A,2,5.79
560434,85131A,3,0.83
560434,85131B,1,0.83
560434,85131D,1,0.83
560434,85132C,3,5.79
560434,85169D,1,2.46
560434,85170C,1,2.46
560434,85176,1,0.79
560434,85184C,1,5.79
560434,85187,1,3.29
560434,85199S,1,0.83
560434,85208,3,1.63
560434,90011E,1,2.9
560434,90013B,1,4.15
560434,90013C,1,4.15
560434,90016B,1,8.32
560434,90018B,1,4.15
560434,90019B,1,5.4
560434,90164B,1,7.48
560434,90174,1,2.48
560434,90177A,1,2.9
560434,90177D,1,2.9
560434,90182A,1,2.9
560434,90184A,1,9.15
560434,90198A,1,4.15
560434,90204,1,3.32
560434,90209B,1,2.07
560434,DOT,1,323.05
560434,20724,2,0.85
560434,20719,5,0.85
560434,22383,4,1.65
560434,22951,8,0.55
560434,22630,2,1.95
560434,22639,2,2.55
560434,20723,7,0.85
560434,23292,4,1.25
560434,47599B,3,2.1
560434,21577,15,1.63
560434,21578,3,1.63
560434,21580,1,1.63
560434,21581,1,1.63
560434,21615,2,2.46
560434,21617,2,2.46
560434,21618,2,2.46
560434,21625,1,4.13
560434,21633,2,8.29
560434,21703,1,0.83
560434,21705,1,3.29
560434,21706,1,3.29
560434,21707,1,3.29
560434,21709,3,3.29
560434,21713,2,4.13
560434,21714,2,2.46
560434,21715,3,2.46
560434,21716,1,2.46
560434,21718,2,2.46
560434,21731,1,3.29
560434,21786,1,0.83
560434,21788,3,0.79
560434,21789,3,0.79
560434,21790,1,1.63
560434,21811,1,2.46
560434,21846,4,2.46
560434,21847,2,2.46
560434,21849,4,2.46
560434,21851,4,2.46
560434,21864,1,1.63
560434,21894,2,2.46
560434,21905,2,1.63
560434,21906,1,13.29
560434,21915,1,2.46
560434,21916,1,0.83
560434,21928,1,4.13
560434,21929,1,4.13
560434,21930,1,4.13
560434,21931,2,4.13
560434,21932,1,2.46
560434,21933,5,2.46
560434,11001,7,0.83
560434,16237,1,0.42
560434,17012B,1,2.46
560434,17012C,1,2.46
560434,17012D,1,2.46
560434,17012F,2,2.46
560434,17038,1,0.83
560434,20616,3,1.63
560434,20617,1,0.83
560434,20618,1,1.63
560434,20661,1,2.46
560434,20665,1,2.46
560434,20666,1,0.83
560434,20676,2,2.46
560434,20685,1,8.29
560434,20707,2,0.83
560434,20712,1,4.13
560434,20713,2,4.13
560434,20724,2,1.63
560434,20752,1,2.46
560434,20767,1,2.46
560434,20768,2,2.46
560434,20770,6,2.46
560434,20771,3,2.46
C560435,M,-1,294.92
C560436,M,-1,705.45
560437,22595,12,0.85
560437,23284,2,7.95
560437,22720,3,4.95
560437,21621,2,8.5
560437,48138,2,7.95
560437,22457,6,2.95
560437,22499,3,5.95
560437,22357,4,4.25
560437,21918,24,0.42
560437,21915,12,1.25
560437,22115,6,0.79
560437,21770,2,4.95
560437,23321,12,1.65
560437,23322,6,2.95
560437,84924A,4,3.75
560438,M,1,294.92
560439,M,1,705.45
560440,84029E,-1,0.0
560441,22606,4,12.75
560441,22605,4,12.75
560441,20705,2,6.95
560441,20704,2,6.95
560441,15044A,6,2.95
560441,15044D,6,2.95
560442,21034,1,0.95
560442,23190,2,1.65
560442,23239,1,4.15
560442,23240,1,4.15
560442,23237,1,4.15
560442,23191,3,1.65
560442,22606,1,15.95
560442,21786,9,0.42
560442,21787,3,0.85
560442,85014A,1,5.95
560442,15056BL,1,5.95
560442,20679,5,5.95
560442,22505,1,4.95
560442,23298,6,4.95
560443,22380,5,2.1
560443,22664,5,2.1
560443,23078,48,1.25
560443,22741,48,0.85
560443,21703,48,0.42
560443,21914,24,1.25
560443,21915,24,1.25
560444,22637,4,2.55
560444,22646,4,1.45
560444,22646,8,1.45
560444,21395,6,0.39
560444,23321,6,1.65
560444,23322,3,2.95
560444,44236,5,0.79
560444,21401,6,0.12
560444,21394,6,0.39
560444,21400,6,0.12
560444,23240,6,4.15
560444,21922,2,7.95
560444,21212,1,0.55
560444,21428,1,4.25
560444,21430,1,3.75
560444,22596,4,1.25
560444,47566,2,4.95
560444,21975,4,0.55
560444,21977,3,0.55
560444,84992,3,0.55
560444,21212,3,0.55
560444,47590B,2,5.45
560444,20699,2,2.55
560444,23236,2,2.89
560444,22325,2,4.95
560444,23300,2,1.65
560444,22457,3,2.95
560444,22128,6,1.25
560444,22410,3,1.25
560444,51014C,12,0.39
560444,21912,1,3.75
560444,21216,1,4.95
560444,22960,1,4.25
560444,23245,2,4.95
560444,21465,3,3.75
560444,21466,3,3.75
560444,51014A,12,0.39
560444,21216,2,4.95
560444,84375,2,2.1
560444,22961,4,1.45
560444,21090,7,0.39
560444,22090,4,2.95
560444,22804,3,2.95
560444,21794,5,3.95
560444,22419,6,0.42
560444,22308,1,2.55
560444,22098,4,0.39
560444,22851,4,0.85
560444,21080,7,0.85
560444,84944,4,1.65
560444,21534,2,4.95
560444,21845,12,0.79
560444,21528,2,6.95
560444,75011,7,0.79
560444,22094,3,0.39
560444,22097,5,0.39
560444,47574A,5,0.75
560444,22498,2,5.95
560444,21497,25,0.42
560444,23230,25,0.42
560444,85099B,3,2.08
560444,85099C,2,2.08
560444,22386,1,2.08
560444,22386,2,2.08
560444,85099F,3,2.08
560444,23201,2,2.08
560444,22411,5,2.08
560444,21928,2,2.08
560445,21888,36,3.39
560445,22548,72,1.06
560445,22492,216,0.65
560445,23192,48,1.45
560445,20983,96,0.85
560445,22711,200,0.34
560445,22048,200,0.34
560445,23230,200,0.34
560445,21485,72,4.25
560445,22111,72,4.25
560445,22112,72,4.25
560445,21984,96,0.29
560445,21980,96,0.29
560445,21983,96,0.29
560445,22615,96,0.29
560445,23205,100,0.72
560445,22384,100,1.45
560445,23236,48,2.49
560445,22652,100,1.65
560445,20725,100,1.45
560445,22637,72,2.1
560445,22558,144,1.45
560445,21035,200,2.75
560445,21154,200,1.06
560445,20914,48,2.55
560445,21539,54,4.25
560445,21216,24,4.25
560445,22960,48,3.75
560445,23299,100,3.39
560445,23298,200,4.15
560445,22989,100,2.75
560445,22978,24,3.39
560445,22993,72,1.06
560445,23164,48,4.15
560445,23163,48,2.08
560445,23162,48,3.29
560445,23245,48,4.15
560445,22843,24,5.95
560445,22842,24,5.95
560445,22839,12,12.75
560445,22838,12,12.75
560445,21165,192,1.45
560445,22671,192,1.45
560445,22672,192,1.45
560445,22674,192,1.06
560445,22675,192,1.06
560445,71459,144,0.72
560445,22795,48,5.95
560445,22831,144,2.55
560445,23124,80,1.25
560445,23065,48,11.15
560445,23066,48,7.45
560445,47566,72,4.15
560445,22662,100,1.45
560445,22630,64,1.65
560445,23108,48,5.39
560445,22631,64,1.65
560445,84077,48,0.29
560445,21914,96,1.25
560445,21915,96,1.25
560446,23294,128,0.72
560446,23293,128,0.72
560446,23297,240,1.45
560447,21314,56,1.85
560447,22800,16,3.75
560447,22726,12,3.75
560447,22729,12,3.75
560447,22728,16,3.75
560447,85014A,3,5.95
560447,85014B,3,5.95
560447,47566,4,4.95
560447,23298,3,4.95
560447,21175,12,2.55
560447,21907,12,2.1
560447,84755,48,0.65
560447,84879,32,1.69
560448,22465,24,1.65
560448,22224,6,2.95
560448,71053,4,3.75
560448,22464,12,1.65
560448,23087,16,1.25
560448,21390,24,1.25
560448,22156,12,0.85
560448,22296,12,1.65
560448,22294,24,1.25
560448,22227,24,0.65
560448,22488,12,1.65
560448,21471,6,3.75
560448,21470,6,3.75
560448,20728,20,1.65
560448,20725,20,1.65
560448,20726,20,1.65
560448,20727,20,1.65
560448,22383,20,1.65
560448,22384,20,1.65
560448,23206,20,1.65
560448,21932,10,1.65
560448,21936,10,2.95
560448,21933,10,1.65
560449,23031,12,1.65
560449,23028,12,1.65
560449,22171,2,8.5
560449,23112,4,7.5
560449,22962,12,0.85
560449,22771,24,1.25
560449,22219,12,0.85
560449,22990,2,4.95
560449,22077,12,1.65
560449,21429,8,1.95
560449,22356,10,0.85
560449,23205,10,0.85
560449,23035,96,1.25
560449,21658,4,3.95
560450,84946,24,1.25
560450,22791,24,1.25
560450,84947,24,1.25
560451,21373,12,0.75
560451,22269,16,0.39
560451,84402B,12,0.79
560451,84818,24,0.79
560451,84926A,24,0.29
560451,84944,24,1.65
560451,21627,4,14.95
560451,21628,4,14.95
560451,22715,12,0.42
560451,22032,12,0.42
560451,22821,48,0.65
560451,22178,24,1.25
560451,82486,2,8.95
560451,21422,16,0.85
560451,72225C,24,0.29
560451,18094C,12,1.25
560451,23008,2,16.95
560451,23007,2,16.95
560451,23010,2,16.95
560451,22557,12,1.65
560451,22182,4,4.95
560451,22423,4,12.75
560451,23015,2,8.25
560451,22822,4,5.95
560451,22784,3,4.95
560451,23099,2,6.65
560451,22460,12,1.25
560451,23154,12,2.08
560451,23155,12,0.83
560451,23052,2,8.25
560451,23054,2,8.25
560451,23049,2,8.25
560451,23032,18,1.65
560451,22626,2,8.5
560451,22625,2,8.5
560451,22429,4,4.25
560451,22425,3,4.95
560451,22844,2,8.5
560451,22846,2,16.95
560451,22955,12,2.1
560451,22956,12,2.1
560451,23297,16,1.65
560451,23295,16,0.83
560451,23293,16,0.83
560451,23294,16,0.83
560451,23296,16,1.25
560451,21873,12,1.25
560451,21868,12,1.25
560451,21872,12,1.25
560451,23173,4,9.95
560451,23174,16,4.15
560451,23175,4,3.25
560451,22697,12,2.95
560451,22698,12,2.95
560451,22699,12,2.95
560451,23171,12,1.65
560451,23172,12,1.65
560451,23170,12,1.65
560451,22969,24,1.45
560451,22982,12,1.25
560451,22981,12,1.45
560451,22978,6,3.75
560451,21231,12,1.25
560451,21232,12,1.25
560451,22061,2,9.95
560451,22906,12,1.65
560451,23077,40,1.25
560451,23280,12,0.83
560452,47566,8,4.95
560452,21746,12,1.25
560452,22432,6,1.95
560452,22303,6,2.55
560452,POST,1,18.0
560453,23103,24,1.65
560453,23168,12,1.25
560453,23190,12,1.65
560453,15036,12,0.83
560453,21415,12,2.1
560453,22745,6,2.1
560453,22748,6,2.1
560453,22432,12,1.95
560453,22448,18,3.35
560453,22076,12,1.65
560453,22077,12,1.65
560453,20971,12,1.25
560453,22749,12,3.75
560453,22750,12,3.75
560453,22751,12,3.75
560453,22968,6,9.95
560453,22728,8,3.75
560453,22729,8,3.75
560453,22727,16,3.75
560453,22192,2,8.5
560453,21394,48,0.39
560453,21395,48,0.39
560453,21561,6,2.55
560453,22326,18,2.95
560453,21559,6,2.55
560453,20728,10,1.65
560453,20727,10,1.65
560453,22328,12,2.95
560453,22384,10,1.65
560453,23209,10,1.65
560453,23206,10,1.65
560453,79066K,10,0.85
560453,62018,6,1.95
560453,21731,48,1.65
560453,22466,48,1.65
560453,84212,24,0.65
560453,21829,36,0.21
560453,22025,24,0.42
560453,22024,24,0.42
560453,22028,36,0.42
560453,22037,12,0.42
560453,22716,12,0.42
560453,22714,12,0.42
560453,22035,12,0.42
560453,16219,12,0.21
560453,21058,12,0.85
560453,21059,12,0.85
560453,21060,12,0.85
560453,21062,12,0.85
560453,21530,18,0.79
560453,21090,12,0.39
560453,21084,24,0.19
560453,22197,36,0.85
560454,22822,2,5.95
560454,20750,2,7.95
560454,22138,3,4.95
560454,22509,1,16.95
560454,22150,12,1.95
560454,22570,4,3.75
560454,22569,4,3.75
560454,22568,4,3.75
560454,22149,6,2.1
560454,22083,6,2.95
560454,23209,10,1.65
560454,20728,10,1.65
560454,23206,10,1.65
560454,22383,10,1.65
560469,85103,37,5.95
560473,22699,6,2.95
560473,23170,12,1.65
560473,21481,6,2.95
560473,21524,2,7.95
560473,22727,4,3.75
560473,84978,24,1.25
560473,22726,4,3.75
560473,22138,3,4.95
560473,22617,3,4.95
560473,21507,12,0.42
560473,22027,12,0.42
560473,22712,12,0.42
560473,23083,6,3.75
560473,23298,6,4.95
560473,23175,4,3.25
560473,23174,4,4.15
560473,21745,4,3.75
560473,20685,6,7.95
560473,21706,8,4.95
560473,21707,8,4.95
560473,48129,4,7.95
560473,22835,4,4.65
560473,20725,20,1.65
C560474,21429,-2,1.95
560483,21791,12,1.25
560483,21892,12,1.25
560483,22607,2,9.95
560483,15039,60,0.85
560483,22295,12,1.65
560483,20972,12,1.25
560483,22536,24,0.42
560483,21704,24,0.85
560483,21790,24,0.85
560483,23310,72,0.42
560483,21915,24,1.25
560483,22620,12,1.45
560483,20983,12,0.85
560483,21136,16,1.69
560483,84879,32,1.69
560491,23293,2,0.83
560491,23232,1,0.42
560491,21503,1,0.42
560491,22546,1,0.42
560491,22545,1,0.42
560491,21918,1,0.42
560491,21917,1,0.42
560491,21843,1,10.95
560491,20979,1,1.25
560491,23245,1,4.95
560491,23307,1,0.55
560491,23243,1,4.95
560491,21210,1,1.45
560491,23240,1,4.15
560491,23229,1,3.75
560491,23254,1,4.15
560491,21974,1,1.45
560491,23242,1,2.08
560491,23241,1,2.08
560491,23236,1,2.89
560491,23306,1,1.45
560491,23192,1,1.65
560491,23190,1,1.65
560491,22150,1,1.95
560491,22147,1,1.45
560491,23159,1,2.08
560491,23154,1,2.08
560491,23207,1,1.65
560491,23209,1,1.65
560491,23201,1,2.08
560491,23203,1,2.08
560491,85099B,1,2.08
560491,23206,1,1.65
560491,20725,1,1.65
560491,21929,1,2.08
560491,21933,1,1.65
560491,22720,1,4.95
560491,23292,1,1.25
560491,23291,1,1.25
560491,23244,1,1.95
560491,23235,1,2.89
560491,23165,1,1.65
560491,23167,1,0.83
560491,23166,1,1.25
560491,23255,1,4.15
560491,23256,1,4.15
560491,21936,1,2.95
560491,22973,1,1.65
560491,22138,1,4.95
560491,23108,1,6.25
560491,23237,1,4.15
560491,23174,1,4.15
560491,22492,36,0.65
560491,23297,2,1.65
560491,23296,2,1.25
560491,23295,2,0.83
560491,23294,2,0.83
560494,71459,24,0.85
560499,84832,12,0.85
560499,71053,4,3.75
560499,22996,24,0.42
560499,23006,24,0.42
560499,22904,6,2.95
560499,21508,12,0.42
560499,21507,12,0.42
560499,22026,12,0.42
560499,22819,12,0.42
560499,22029,12,0.42
560499,22027,12,0.42
560499,22983,12,0.42
560499,21497,25,0.42
560499,22986,25,0.42
560499,23230,25,0.42
560499,23203,10,2.08
560499,23209,10,1.65
560499,22847,2,16.95
560499,22429,4,4.25
560499,22424,4,12.75
560499,22729,4,3.75
560499,22917,12,0.65
560499,22916,12,0.65
560499,22920,12,0.65
560499,22919,12,0.65
560499,22918,12,0.65
560499,23188,12,1.65
560499,22927,4,5.95
560499,23092,2,7.9
560499,84836,24,1.25
560499,22120,3,9.95
560499,21754,3,5.95
560500,84842,1,3.75
560500,22611,2,4.95
560500,22902,4,2.1
560500,21260,6,3.25
560500,22874,2,1.95
560500,22874,1,1.95
560500,22873,1,1.95
560500,21906,2,6.75
560500,23014,2,3.95
560500,21864,4,2.1
560500,21866,4,1.25
560500,84849D,3,1.69
560500,84847,2,3.75
560500,21136,16,1.69
560500,23013,2,3.95
560501,84755,64,0.65
560501,23301,12,1.65
560501,71101E,12,0.85
560501,22430,4,4.95
560503,22607,2,9.95
560503,22606,1,15.95
560503,22605,1,14.95
560503,20725,10,1.65
560503,20728,10,1.65
560503,22384,10,1.65
560503,22662,10,1.65
560503,22382,10,1.65
560503,20726,10,1.65
560503,20727,10,1.65
560503,22383,10,1.65
560503,23206,10,1.65
560503,23207,10,1.65
560503,23208,10,1.65
560503,84879,8,1.69
560503,22457,6,2.95
560503,84978,24,1.25
560503,47566,8,4.95
560503,23298,6,4.95
560504,22699,6,2.95
560504,22969,12,1.45
560504,22907,24,0.85
560504,23299,6,3.75
560504,22720,6,4.95
560504,22993,12,1.25
560504,22979,12,1.45
560504,23306,12,1.45
560504,23243,4,4.95
560504,22982,12,1.25
560504,23168,12,1.25
560504,22079,10,1.65
560504,22081,10,1.65
560504,22082,10,1.65
560504,23209,20,1.65
560504,23177,8,2.25
560504,23176,8,2.25
560504,23076,48,1.25
560504,23078,24,1.25
560504,23310,36,0.42
560504,23238,12,4.15
560504,23005,24,0.42
560504,22432,24,1.95
560504,22433,48,1.65
560504,22431,96,1.65
560504,47590A,9,5.45
560504,47590B,9,5.45
560504,23119,24,0.62
560504,23121,24,0.42
560504,23120,24,0.42
560504,23122,24,0.83
560504,23123,12,0.83
560504,23124,16,1.25
560504,22953,12,1.25
560504,22954,12,1.25
560504,22553,12,1.65
560504,23204,10,0.85
560504,23206,20,1.65
560504,23207,20,1.65
560504,22662,20,1.65
560504,20728,20,1.65
560504,22383,20,1.65
560504,22384,20,1.65
560504,20725,30,1.65
560504,20727,20,1.65
560504,22382,10,1.65
560504,23208,10,1.65
560504,20726,20,1.65
560504,22356,20,0.85
560504,20723,20,0.85
560504,20719,20,0.85
560504,22355,10,0.85
560504,22661,10,0.85
560504,20724,10,0.85
560504,22352,6,2.55
560504,22630,12,1.95
560504,22659,24,1.95
560504,22629,12,1.95
560504,21559,12,2.55
560504,22327,6,2.95
560504,22644,12,1.45
560504,84006,24,0.85
560504,21724,24,0.85
560504,22333,16,1.65
560504,22332,8,1.65
560504,84559A,12,0.85
560504,21677,12,0.85
560504,21725,12,0.85
560504,21679,12,0.85
560504,21544,12,0.85
560504,22939,4,4.95
560504,47559B,10,1.25
560504,22841,2,7.95
560504,21974,12,1.45
560504,21210,12,1.45
560504,84991,24,0.55
560504,21975,24,0.55
560504,21212,24,0.55
560504,21213,48,0.55
560504,22417,24,0.55
560504,22182,4,4.95
560504,22890,4,9.95
560504,22061,4,9.95
560504,22223,3,4.95
560504,22222,3,4.95
560504,21843,4,10.95
560504,37446,16,1.45
560504,22435,36,1.25
560504,22437,20,0.85
560504,23298,24,4.95
560504,21621,12,8.5
560504,22090,40,2.55
560504,47566B,24,4.95
560504,47566,24,4.95
560504,22083,12,2.95
560504,84692,50,0.42
560504,22851,24,0.85
560504,22908,24,0.85
560504,21078,24,0.85
560504,22613,12,0.85
560504,21989,12,0.85
560504,21080,36,0.85
560504,21086,24,0.65
560504,21094,36,0.85
560504,21988,12,0.85
560504,22197,24,0.85
560504,35095A,24,0.42
560504,21498,25,0.42
560504,21495,25,0.42
560504,22713,12,0.42
560504,22026,12,0.42
560504,22037,12,0.42
560504,22029,12,0.42
560504,21058,12,0.85
560504,22331,8,1.65
560504,21354,12,1.25
560504,21749,6,2.1
560504,21746,12,1.25
560504,22605,4,12.75
560504,22607,4,9.95
560504,22606,2,15.95
560504,15039,20,0.85
560504,21429,8,1.95
560504,21864,12,2.1
560504,21985,24,0.29
560504,22616,48,0.29
560504,21982,24,0.29
560504,21967,48,0.29
560504,22614,24,0.29
560504,21981,48,0.29
560504,22998,24,0.42
560504,22997,24,0.42
560504,20963,10,1.25
560504,84212,48,0.65
560504,62018,6,1.95
560504,21232,12,1.25
560504,22201,4,4.25
560504,22200,4,4.25
560504,85123A,32,2.55
560504,22227,24,0.65
560504,22204,4,3.75
560504,21155,6,2.55
560504,22558,12,1.65
560504,22151,24,0.42
560504,22348,12,0.85
560504,22178,12,1.25
560504,21731,12,1.65
560504,71459,24,0.85
560504,22132,12,0.85
560504,21238,8,0.85
560504,21242,8,1.69
560504,84536A,16,0.42
560504,15056BL,3,5.95
560504,15056N,3,5.95
560504,85014B,3,5.95
560504,16045,100,0.04
560504,21754,3,5.95
560504,21755,3,5.95
560504,23155,24,0.83
560504,22721,6,4.95
560504,23307,24,0.55
560504,23308,24,0.55
560504,23309,48,0.55
560504,23297,16,1.65
560504,23295,16,0.83
560504,23293,16,0.83
560504,23294,16,0.83
560504,23296,16,1.25
560504,21871,12,1.25
560504,22423,16,10.95
560504,23163,8,2.49
560504,23172,12,1.65
560504,23175,8,3.25
560504,23170,12,1.65
560504,23173,4,9.95
560504,23245,8,4.95
560504,23171,12,1.65
560504,23174,8,4.15
560523,21731,12,1.65
560523,21672,36,1.25
560527,23232,25,0.42
560527,23549,25,0.42
560527,23546,25,0.42
560527,22197,25,0.85
560527,21034,2,0.95
560527,22382,10,1.65
560527,22384,10,1.65
560527,23206,10,1.65
560527,21212,1,0.55
560527,21210,1,1.45
560527,23298,8,4.95
560527,23321,6,1.65
560527,22662,10,1.65
560527,20725,10,1.65
560527,23207,10,1.65
560527,20728,10,1.65
560527,22383,10,1.65
560527,20726,10,1.65
560527,23240,6,4.15
560527,23243,2,4.95
560527,22892,6,1.25
560527,23307,24,0.55
560527,23306,24,1.45
560527,23122,12,0.83
560527,23123,12,0.83
560527,23242,6,2.08
560527,23236,6,2.89
560527,23241,12,2.08
560527,23238,6,4.15
560527,23309,48,0.55
C560526,22197,-4,0.72
C560526,20725,-2,1.65
C560533,22493,-2,1.65
C560533,23192,-2,1.65
560534,23245,4,4.95
560534,23281,12,0.83
560534,23282,12,0.83
560534,23202,10,2.08
560534,22178,12,1.25
560534,22460,12,1.25
560534,22821,12,0.65
560534,22652,10,1.65
560534,22620,12,1.45
560534,21704,12,0.85
560534,21892,12,1.25
560534,21790,12,0.85
560534,21915,12,1.25
560534,22991,12,1.95
560534,21523,2,7.95
560534,21524,2,7.95
560534,22348,12,0.85
560534,23049,2,8.25
560534,23052,2,8.25
560534,22028,12,0.42
560534,21658,4,3.95
560534,22197,12,0.85
560534,84077,48,0.29
560534,21912,4,3.75
560534,C2,1,50.0
560535,17003,144,0.29
560535,22759,12,1.65
560535,23298,5,4.95
560535,22985,50,0.42
560535,21634,96,0.39
560535,82486,2,8.95
560535,22170,2,6.75
560535,23089,6,1.65
560535,82483,2,6.95
560535,22792,12,0.85
560535,21326,12,0.65
560535,22178,12,1.25
560535,23090,12,0.83
560536,84978,12,1.25
560536,21326,24,0.65
560536,23028,12,1.65
560536,23031,6,1.65
560536,23032,12,1.65
560536,21417,12,2.1
560536,21755,3,5.95
560537,22382,5,1.65
560537,20728,5,1.65
560537,23206,5,1.65
560537,22355,10,0.85
560537,20724,10,0.85
560537,23065,1,12.5
560537,23066,2,8.25
560537,21122,1,1.25
560537,21124,2,1.25
560537,21126,1,1.25
560537,21125,1,1.25
560537,22398,7,0.39
560537,21484,3,3.45
560537,22595,15,0.85
560537,22469,6,1.65
560537,21936,2,2.95
560537,84032B,2,2.95
560537,84032A,2,2.95
560537,22457,4,2.95
560537,84978,6,1.25
560537,35961,12,0.85
560537,20845,6,6.35
560537,84519B,6,1.25
560537,85183B,12,1.25
560537,23103,24,1.65
560537,84596F,8,0.42
560537,84596B,8,0.42
560537,84836,12,1.25
560537,85099B,2,2.08
560537,20992,5,0.39
560537,22210,9,0.83
560537,22818,24,0.42
560537,22044,24,0.42
560537,21993,6,1.25
560538,21907,12,2.1
560538,21718,12,1.25
560538,21715,8,2.55
560538,21716,8,2.55
560538,22274,6,2.95
560538,22273,6,2.95
560538,20972,12,1.25
560538,21507,12,0.42
560538,21509,12,0.42
560538,22965,12,2.1
560538,22961,24,1.45
560538,22960,12,3.75
560538,22993,12,1.25
560538,21868,12,1.25
560538,23296,8,1.25
560538,23294,8,0.83
560538,23293,8,0.83
560538,23295,8,0.83
560539,85099B,10,2.08
560539,22386,10,2.08
560539,20712,10,2.08
560539,21930,10,2.08
560539,85099F,10,2.08
560539,23203,10,2.08
560539,23199,10,2.08
560539,23208,10,1.65
560539,21155,5,2.55
560539,22961,10,1.45
560539,21218,6,3.75
560539,82578,25,0.55
560539,21179,12,0.39
560539,82580,25,0.55
560539,21289,4,1.25
560539,22131,5,1.95
560539,22908,1,0.85
560539,21175,5,2.55
560539,23321,10,1.65
560539,21212,48,0.55
560539,21213,48,0.55
560539,84992,48,0.55
560539,21975,48,0.55
560539,22960,4,4.25
560539,21216,24,4.25
C560540,85099B,-1,2.08
C560540,23307,-1,0.55
C560540,23306,-1,1.45
C560540,23297,-2,1.65
C560540,23296,-2,1.25
C560540,23295,-2,0.83
C560540,23294,-2,0.83
C560540,23293,-2,0.83
C560540,23291,-1,1.25
C560540,23256,-1,4.15
C560540,23255,-1,4.15
C560540,23254,-1,4.15
C560540,23245,-1,4.95
C560540,23244,-1,1.95
C560540,23243,-1,4.95
C560540,23242,-1,2.08
C560540,23241,-1,2.08
C560540,23240,-1,4.15
C560540,23237,-1,4.15
C560540,23236,-1,2.89
C560540,23235,-1,2.89
C560540,23232,-1,0.42
C560540,23229,-1,3.75
C560540,23209,-1,1.65
C560540,23207,-1,1.65
C560540,23206,-1,1.65
C560540,23203,-1,2.08
C560540,23201,-1,2.08
C560540,23192,-1,1.65
C560540,23190,-1,1.65
C560540,23174,-1,4.15
C560540,23167,-1,0.83
C560540,23166,-1,1.25
C560540,23165,-1,1.65
C560540,23159,-1,2.08
C560540,23154,-1,2.08
C560540,23108,-1,6.25
C560540,22973,-1,1.65
C560540,22720,-1,4.95
C560540,22546,-1,0.42
C560540,22545,-1,0.42
C560540,22492,-36,0.65
C560540,22150,-1,1.95
C560540,22147,-1,1.45
C560540,22138,-1,4.95
C560540,21974,-1,1.45
C560540,21936,-1,2.95
